;Nombre;Estrellas;Ciudad;Calificacion;Numero de reseñas;Precio por noche;Direccion;Servicios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223;Hotel Diligencias;3;Ciudad de México;8.0;1538;719;Coronel Lino Merino s/n Esquina Constitución, Colonia Centro,  86009,  Villahermosa,  México;['Bar en el hotel', 'Check-in/check-out online', 'Check-in/out exprés', 'Cubrebocas disponibles', 'Desayuno', 'Desinfección frecuente', 'Doctor en el hotel', 'Elevador', 'Estacionamiento', 'Gel desinfectante disponible', 'Gimnasio', 'Habitación de no fumar', 'Mascotas permitidas', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'PC con internet', 'Protocolo de respuesta', 'Recepción 24 horas', 'Resguardo de equipaje', 'Restaurante', 'Sala de conferencias', 'Sana distancia', 'Servicio a la habitación', 'Servicio de lavandería', 'Servicio de limpieza', 'Spa', 'Toma de temperatura', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Aire acondicionado', 'Caja fuerte en habitación', 'Equipo para planchar', 'Escritorio', 'TV', 'Televisión por cable', 'Wifi', 'Wifi gratis (habitaciones)', 'Masajes', 'Acceso para silla de ruedas', 'Estacionamiento adaptado para discapacitados'],,,,,,,,,,,,,,,,
224;Hotel Ola Chapultepec;3;Guadalajara;9.3;120;720;Calle 42,206,  97780,  Valladolid,  México;['Alberca', 'Alberca exterior', 'Check-in/check-out online', 'Concierge', 'Cubrebocas disponibles', 'Doctor en el hotel', 'Estacionamiento', 'Gel desinfectante disponible', 'Habitaciones hipoalergénicas', 'Habitación de no fumar', 'Lobby/vestíbulo', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'Recepción 24 horas', 'Resguardo de equipaje', 'Sana distancia', 'Servicio a la habitación', 'Servicio de limpieza', 'Snack bar', 'Sombrillas', 'Terraza', 'Toallas en la alberca', 'Toma de temperatura', 'Traslado desde/al aeropuerto', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', '', 'Aire acondicionado', 'Balcón', 'Caja fuerte en habitación', 'Escritorio', 'Se pueden abrir ventanas', 'TV', 'Televisión por cable', 'Teléfono', 'Wifi', 'Wifi gratis (habitaciones)', 'Estacionamiento adaptado para discapacitados'],,,,,,,,,,,,,,,,,,
225;Choco's Hotel;3;Villahermosa;7.9;114;720;136 Calle 44 Norte,  77720,  Playa del Carmen,  México;['Alberca', 'Habitación de no fumar', 'Recepción 24 horas', 'Servicio de limpieza', 'Wifi gratis', 'Aire acondicionado', 'Cocina', 'Escritorio', 'Microondas', 'Refrigerador'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226;Hotel San Clemente;3;Valladolid;8.0;277;723;Boulevard Salomón González Blanco 4350, Esquina Boulevard Juan Pablo II,  29045,  Tuxtla Gutierrez,  México;['Centro de negocios', 'Desayuno', 'Desinfección frecuente', 'Elevador', 'Estacionamiento', 'Gel desinfectante disponible', 'Habitación de no fumar', 'Nuevos protocolos de seguridad', 'PC con internet', 'Personal multilingüe', 'Protocolo de respuesta', 'Recepción 24 horas', 'Resguardo de equipaje', 'Sala de conferencias', 'Sana distancia', 'Servicio de lavandería', 'Toma de temperatura', 'Traslado desde/al aeropuerto', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Aire acondicionado', 'Calefacción central', 'Equipo para planchar', 'Escritorio', 'Se pueden abrir ventanas', 'TV', 'TV por satélite', 'Televisión por cable', 'Wifi', 'Wifi gratis (habitaciones)', 'Estacionamiento adaptado para discapacitados', 'Cunas disponibles', 'Estancia gratuita para niños'],,,,,,,,,,,,,,,,,,,,,,,
227;Martina Beach Hotel;0;Playa del Carmen;9.8;10;728;115 Puebla Roma Norte,  06700,  Ciudad de México,  México;['Elevador', 'Estacionamiento', 'Habitación de no fumar', 'Recepción 24 horas', 'Resguardo de equipaje', 'Servicio a la habitación', 'Servicio de lavandería', 'Servicio de limpieza', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Caja fuerte en habitación'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228;City Express Junior by Marriott Tuxtla Gutierrez Poliforum;3;Tuxtla Gutierrez;8.2;906;729;Dr. Miguel Silva # 276 Centro Histórico,  58000,  Morelia,  México;['Café', 'Cubrebocas disponibles', 'Desayuno', 'Gel desinfectante disponible', 'Habitación de no fumar', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'Protocolo de respuesta', 'Recepción 24 horas', 'Renta de autos', 'Resguardo de equipaje', 'Sana distancia', 'Servicio de lavandería', 'Servicio de limpieza', 'Toma de temperatura', 'Traslado desde/al aeropuerto', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Balcón', 'Caja fuerte en habitación', 'Chimenea', 'Equipo para planchar', 'Escritorio', 'Pantalla plana', 'Se pueden abrir ventanas', 'TV', 'Televisión por cable', 'Wifi', 'Wifi gratis (habitaciones)', 'Masajes', 'Estancia gratuita para niños'],,,,,,,,,,,,,,,,,,,,,,,,,,
229;Hotel Embassy;3;Ciudad de México;8.6;3358;730;Calz. Gobernador Curiel 2764 . Col Industrial,  44940,  Guadalajara,  México;['Check-in/check-out online', 'Check-in/out exprés', 'Desayuno', 'Doctor en el hotel', 'Estacionamiento', 'Gel desinfectante disponible', 'Habitación de no fumar', 'Lobby/vestíbulo', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'PC con internet', 'Protocolo de respuesta', 'Recepción 24 horas', 'Sana distancia', 'Servicio a la habitación', 'Servicio de limpieza', 'Snack bar', 'Toma de temperatura', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Aire acondicionado', 'Baño con regadera', 'TV', 'TV por satélite', 'Wifi', 'Wifi gratis (habitaciones)', 'Estacionamiento adaptado para discapacitados'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230;Hotel Expres By Hosting House;3;Morelia;8.0;250;730;108 Paseo Degollado Zona Centro,  44100,  Guadalajara,  México;['Check-in/check-out online', 'Check-in/out exprés', 'Desinfección frecuente', 'Elevador', 'Gel desinfectante disponible', 'Habitación de no fumar', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'Protocolo de respuesta', 'Recepción 24 horas', 'Sana distancia', 'Servicio a la habitación', 'Servicio de limpieza', 'Toma de temperatura', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Aire acondicionado', 'Baño con regadera', 'Teléfono', 'Wifi gratis (habitaciones)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231;Hotel Arboledas Industrial;3;Guadalajara;6.8;217;730;Avenida Luis Pasteur Sur 38,  76000,  Queretaro,  México;['Café', 'Concierge', 'Cubrebocas disponibles', 'Desinfección frecuente', 'Doctor en el hotel', 'Gel desinfectante disponible', 'Habitación de no fumar', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'Protocolo de respuesta', 'Recepción 24 horas', 'Renta de autos', 'Resguardo de equipaje', 'Restaurante', 'Sala de conferencias', 'Sana distancia', 'Servicio de limpieza', 'Toma de temperatura', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Televisión por cable', 'Wifi gratis (habitaciones)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232;Hotel Real GDL;0;Guadalajara;7.2;224;730;Ctra. Mérida-Cancún Km.122,  97751,  Chichen Itza,  México;['Alberca', 'Alberca exterior', 'Bar en el hotel', 'Bar en la alberca', 'Café', 'Camastros', 'Check-in anticipado', 'Check-in/check-out online', 'Check-in/out exprés', 'Concierge', 'Cubrebocas disponibles', 'Desayuno', 'Doctor en el hotel', 'Estacionamiento', 'Gel desinfectante disponible', 'Habitación de no fumar', 'Mascotas permitidas', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'PC con internet', 'Protocolo de respuesta', 'Recepción 24 horas', 'Resguardo de equipaje', 'Restaurante', 'Sana distancia', 'Servicio a la habitación', 'Servicio de limpieza', 'Snack bar', 'Sombrillas', 'Terraza', 'Toma de temperatura', 'Traslado desde/al aeropuerto', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Aire acondicionado', 'Balcón', 'Caja fuerte en habitación', 'Escritorio', 'Sala de estar', 'Se pueden abrir ventanas', 'TV', 'TV por satélite', 'Televisión por cable', 'Wifi', 'Wifi gratis (habitaciones)', 'Cama de bronceado', 'Acceso para silla de ruedas', 'Estacionamiento adaptado para discapacitados', 'Cunas disponibles', 'Estancia gratuita para niños'],,,,,,,
233;Hotel Meson De Sara;0;Queretaro;8.0;22;730;C/ Ignacio L. Vallarta 24. Col. Tabacalera,  06030,  Ciudad de México,  México;['Alberca', 'Alberca exterior', 'Bar en el hotel', 'Botones', 'Camastros', 'Centro de negocios', 'Cubrebocas disponibles', 'Desayuno', 'Doctor en el hotel', 'Elevador', 'Estacionamiento', 'Gel desinfectante disponible', 'Habitación de no fumar', 'Limpieza de zapatos', 'Lobby/vestíbulo', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'PC con internet', 'Protocolo de respuesta', 'Recepción 24 horas', 'Resguardo de equipaje', 'Restaurante', 'Sala de conferencias', 'Sana distancia', 'Servicio a la habitación', 'Servicio de lavandería', 'Servicio de limpieza', 'Toma de temperatura', 'Traslado desde/al aeropuerto', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Balcón', 'Caja fuerte en habitación', 'Equipo para planchar', 'TV', 'TV por satélite', 'Wifi gratis (habitaciones)', 'Estacionamiento adaptado para discapacitados'],,,,,,,,,,,,,,,,,,,
234;Hotel Doralba Inn Chichen;3;Chichen Itza;7.8;1349;731;Blvd. Dr. Belisario Dominguez km 1081,  29020,  Tuxtla Gutierrez,  México;['Alberca', 'Alberca exterior', 'Bar en el hotel', 'Café', 'Camastros', 'Elevador', 'Estacionamiento', 'Gel desinfectante disponible', 'Habitación de no fumar', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'PC con internet', 'Protocolo de respuesta', 'Recepción 24 horas', 'Resguardo de equipaje', 'Restaurante', 'Sana distancia', 'Servicio a la habitación', 'Servicio de limpieza', 'Snack bar', 'Sombrillas', 'Terraza', 'Toallas en la alberca', 'Toma de temperatura', 'Traslado desde/al aeropuerto', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', '', 'Aire acondicionado', 'Balcón', 'Baño con regadera', 'Caja fuerte en habitación', 'Clóset', 'Escritorio', 'Pantalla plana', 'Se pueden abrir ventanas', 'Secadora de cabello', 'Televisión por cable', 'Teléfono', 'Wifi', 'Wifi gratis (habitaciones)', 'Estacionamiento adaptado para discapacitados', 'Hotel accesible'],,,,,,,,,,,,,,
235;Corinto Hotel;4;Ciudad de México;6.8;2036;732;Edison 45 Col. Tabacalera,  06030,  Ciudad de México,  México;['Check-in/check-out online', 'Check-in/out exprés', 'Concierge', 'Cubrebocas disponibles', 'Desayuno', 'Desinfección frecuente', 'Doctor en el hotel', 'Elevador', 'Estacionamiento', 'Gel desinfectante disponible', 'Habitación de no fumar', 'Lobby/vestíbulo', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'PC con internet', 'Protocolo de respuesta', 'Recepción 24 horas', 'Resguardo de equipaje', 'Sana distancia', 'Servicio a la habitación', 'Servicio de lavandería', 'Servicio de limpieza', 'Toma de temperatura', 'Traslado desde/al aeropuerto', 'Valet parking', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Caja fuerte en habitación', 'TV', 'Televisión de paga', 'Wifi gratis (habitaciones)', 'Acceso para silla de ruedas', 'Estacionamiento adaptado para discapacitados'],,,,,,,,,,,,,,,,,,,,,,,,,
236;Hotel Palace Inn;3;Tuxtla Gutierrez;8.2;583;733;Lázaro Cárdenas,212,  77000,  Chetumal,  México;['Alberca', 'Alberca exterior', 'Bar en el hotel', 'Botones', 'Café', 'Camastros', 'Cargador de VE', 'Centro de negocios', 'Check-in/check-out online', 'Check-in/out exprés', 'Concierge', 'Cubrebocas disponibles', 'Desinfección frecuente', 'Doctor en el hotel', 'Elevador', 'Gel desinfectante disponible', 'Habitación de no fumar', 'Mascotas permitidas', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'Protocolo de respuesta', 'Recepción 24 horas', 'Resguardo de equipaje', 'Restaurante', 'Sala de conferencias', 'Sana distancia', 'Servicio a la habitación', 'Servicio de limpieza', 'Snack bar', 'Terraza', 'Tienda/quiosco', 'Toma de temperatura', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Aire acondicionado', 'Balcón', 'Caja fuerte en habitación', 'Pantalla plana', 'TV', 'Televisión por cable', 'Wifi', 'Wifi gratis (habitaciones)', 'Acceso para silla de ruedas', 'Hotel accesible'],,,,,,,,,,,,
237;Hotel New York Ciudad de Mexico;3;Ciudad de México;7.8;842;733;Fausti0 G. Olivera #203,  68070,  Oaxaca,  México;['Botones', 'Check-in/check-out online', 'Check-in/out exprés', 'Concierge', 'Desayuno', 'Desinfección frecuente', 'Habitaciones hipoalergénicas', 'Habitación de no fumar', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'PC con internet', 'Protocolo de respuesta', 'Recepción 24 horas', 'Resguardo de equipaje', 'Sana distancia', 'Servicio de lavandería', 'Servicio de limpieza', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Balcón', 'Caja fuerte en habitación', 'Clóset', 'Equipo para planchar', 'Escritorio', 'Sala de estar', 'Se pueden abrir ventanas', 'TV', 'Televisión por cable', 'Ventilador', 'Wifi', 'Wifi gratis (habitaciones)', 'Estancia gratuita para niños'],,,,,,,,,,,,,,,,,,,,,,,,,
238;Hotel & Suites Arges - Centro Chetumal;4;Chetumal;7.9;625;735;Boulevard Miguel Aleman 505,  50200,  Toluca,  México;['Alberca', 'Alberca techada', 'Bar en el hotel', 'Café', 'Centro de negocios', 'Check-in/check-out online', 'Check-in/out exprés', 'Cubrebocas disponibles', 'Desayuno', 'Estacionamiento', 'Gel desinfectante disponible', 'Gimnasio', 'Habitación de no fumar', 'Lobby/vestíbulo', 'Mascotas permitidas', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'PC con internet', 'Protocolo de respuesta', 'Recepción 24 horas', 'Restaurante', 'Sala de conferencias', 'Sana distancia', 'Servicio a la habitación', 'Servicio a la habitación 24hrs', 'Servicio de lavandería', 'Snack bar', 'Terraza', 'Toma de temperatura', 'Traslado desde/al aeropuerto', 'Wifi en el lobby', 'Wifi gratis', 'Aire acondicionado', 'Balcón', 'Escritorio', 'TV', 'Televisión por cable', 'Tetera', 'Wifi', 'Acceso para silla de ruedas', 'Estacionamiento adaptado para discapacitados'],,,,,,,,,,,,,,,,,
239;Un Sueno Valle de Huajes;3;Oaxaca;8.4;100;736;Libramiento sur poniente No. 2950,  29060,  Tuxtla Gutierrez,  México;['Alberca', 'Alberca exterior', 'Centro de negocios', 'Check-in/out exprés', 'Desayuno', 'Desinfección frecuente', 'Elevador', 'Estacionamiento', 'Fax/módem', 'Gel desinfectante disponible', 'Gimnasio', 'Habitación de no fumar', 'Lobby/vestíbulo', 'Nuevos protocolos de seguridad', 'PC con internet', 'Personal multilingüe', 'Protocolo de respuesta', 'Recepción 24 horas', 'Resguardo de equipaje', 'Sala de conferencias', 'Sana distancia', 'Servicio de lavandería', 'Snack bar', 'Toma de temperatura', 'Traslado desde/al aeropuerto', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Aire acondicionado', 'Baño con regadera', 'Calefacción central', 'Equipo para planchar', 'Escritorio', 'Microondas', 'Secadora de cabello', 'TV', 'Televisión por cable', 'Teléfono', 'Tetera', 'Wifi', 'Wifi gratis (habitaciones)', 'Acceso para silla de ruedas', 'Cunas disponibles', 'Estancia gratuita para niños'],,,,,,,,,,,,,,
240;Hotel Opus Grand Toluca Aeropuerto;4;Toluca;8.6;659;736;Viaducto Miguel Alemán 645 - Colonia Piedad Narvante,  03000,  Ciudad de México,  México;['Bar en el hotel', 'Centro de negocios', 'Check-in/check-out online', 'Check-in/out exprés', 'Elevador', 'Estacionamiento', 'Habitación de no fumar', 'Lobby/vestíbulo', 'PC con internet', 'Recepción 24 horas', 'Resguardo de equipaje', 'Restaurante', 'Sala de conferencias', 'Servicio a la habitación', 'Servicio a la habitación 24hrs', 'Servicio de lavandería', 'Servicio de limpieza', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Aire acondicionado', 'Caja fuerte en habitación', 'Equipo para planchar', 'Escritorio', 'Sala de estar', 'Se pueden abrir ventanas', 'TV', 'TV por satélite', 'Wifi', 'Wifi gratis (habitaciones)', 'Acceso para silla de ruedas', 'Estacionamiento adaptado para discapacitados'],,,,,,,,,,,,,,,,,,,,,,,,,,
241;City Express by Marriott Tuxtla Gutierrez;4;Tuxtla Gutierrez;8.4;1219;737;Francisco León 9, Santa Lucia,  29250,  San Cristóbal de las Casas,  México;['Bar en el hotel', 'Doctor en el hotel', 'Elevador', 'Estacionamiento', 'Gel desinfectante disponible', 'Habitación de no fumar', 'Mascotas permitidas', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'PC con internet', 'Protocolo de respuesta', 'Recepción 24 horas', 'Resguardo de equipaje', 'Restaurante', 'Sana distancia', 'Servicio a la habitación', 'Servicio de limpieza', 'Snack bar', 'Terraza', 'Toma de temperatura', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Aire acondicionado', 'Baño con regadera', 'Caja fuerte en habitación', 'Calefacción central', 'Clóset', 'Escritorio', 'Pantalla plana', 'Secadora de cabello', 'Televisión por cable', 'Wifi', 'Wifi gratis (habitaciones)', 'Estacionamiento adaptado para discapacitados', 'Hab. para personas con discapacidad'],,,,,,,,,,,,,,,,,,,,,
242;Porto Novo Hotel & Suites;4;Ciudad de México;7.8;2009;738;Av Ramón Corona 450,  44100,  Guadalajara,  México;['Botones', 'Caja fuerte en el hotel', 'Centro de negocios', 'Concierge', 'Cubrebocas disponibles', 'Desayuno', 'Desinfección frecuente', 'Elevador', 'Estacionamiento', 'Gel desinfectante disponible', 'Gimnasio', 'Habitación de no fumar', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'PC con internet', 'Protocolo de respuesta', 'Recepción 24 horas', 'Resguardo de equipaje', 'Restaurante', 'Sala de conferencias', 'Sana distancia', 'Servicio a la habitación', 'Servicio de lavandería', 'Servicio de limpieza', 'Snack bar', 'Toma de temperatura', 'Trouser press', 'Valet parking', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Aire acondicionado', 'Balcón', 'Baño con regadera', 'Caja fuerte en habitación', 'Calefacción central', 'Clóset', 'Escritorio', 'Pantalla plana', 'Se pueden abrir ventanas', 'Secadora de cabello', 'TV', 'TV por satélite', 'Televisión por cable', 'Teléfono', 'Wifi', 'Wifi gratis (habitaciones)'],,,,,,,,,,,
243;Hotel Palace Inn SCLC;3;San Cristóbal de las Casas;9.0;620;739;Panorámica 9 Alameda,  36003,  Guanajuato,  México;['Alberca', 'Alberca exterior', 'Bar en la alberca', 'Botones', 'Café', 'Desayuno', 'Desinfección frecuente', 'Discoteca', 'Doctor en el hotel', 'Estacionamiento', 'Gel desinfectante disponible', 'Habitación de no fumar', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'Protocolo de respuesta', 'Recepción 24 horas', 'Restaurante', 'Sala de conferencias', 'Sana distancia', 'Servicio a la habitación', 'Servicio a la habitación 24hrs', 'Servicio de lavandería', 'Servicio de limpieza', 'Snack bar', 'Terraza', 'Toallas en la alberca', 'Traslado desde/al aeropuerto', 'Valet parking', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Balcón', 'Baño con regadera', 'Equipo para planchar', 'Sala de estar', 'Se pueden abrir ventanas', 'TV', 'TV por satélite', 'Televisión por cable', 'Teléfono', 'Wifi', 'Wifi gratis (habitaciones)', 'Baño de vapor', 'Cama de bronceado', 'Tina de hidromasaje'],,,,,,,,,,,,,
244;Hotel Perla Central;4;Guadalajara;8.2;2029;739;Calle 55 No 493 x Calles 56 y 58, Centro,  97000,  Mérida,  México;['Alberca', 'Alberca exterior', 'Camastros', 'Check-in/check-out online', 'Check-in/out exprés', 'Concierge', 'Desinfección frecuente', 'Estacionamiento', 'Gel desinfectante disponible', 'Habitaciones hipoalergénicas', 'Habitación de no fumar', 'Lobby/vestíbulo', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'Protocolo de respuesta', 'Recepción 24 horas', 'Renta de autos', 'Resguardo de equipaje', 'Sana distancia', 'Servicio a la habitación', 'Servicio de limpieza', 'Sombrillas', 'Terraza', 'Toma de temperatura', 'Traslado desde/al aeropuerto', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Aire acondicionado', 'Balcón', 'Escritorio', 'Se pueden abrir ventanas', 'TV', 'Televisión de paga', 'Televisión por cable', 'Wifi', 'Wifi gratis (habitaciones)'],,,,,,,,,,,,,,,,,,,,
245;Hotel 1988 Guanajuato;3;Guanajuato;6.4;896;740;Avenida Adolfo Lopez Mateos y Rayon,  22880,  Ensenada,  México;['Alberca', 'Desinfección frecuente', 'Estacionamiento', 'Gel desinfectante disponible', 'Habitación de no fumar', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'Protocolo de respuesta', 'Recepción 24 horas', 'Sana distancia', 'Servicio de limpieza', 'Terraza', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Escritorio', 'Se pueden abrir ventanas', 'TV', 'Televisión por cable', 'Wifi gratis (habitaciones)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246;Hotel Santa Maria Merida;3;Mérida;8.6;484;741;Avenida Lopez Portillo,202,,  24095,  Campeche,  México;['Alberca', 'Alberca exterior', 'Check-in/check-out online', 'Concierge', 'Desayuno', 'Desinfección frecuente', 'Estacionamiento', 'Gel desinfectante disponible', 'Habitación de no fumar', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'PC con internet', 'Protocolo de respuesta', 'Recepción 24 horas', 'Resguardo de equipaje', 'Sala de conferencias', 'Sana distancia', 'Servicio a la habitación', 'Servicio de lavandería', 'Servicio de limpieza', 'Toma de temperatura', 'Traslado desde/al aeropuerto', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Aire acondicionado', 'Se pueden abrir ventanas', 'TV', 'TV por satélite', 'Wifi gratis (habitaciones)', 'Estacionamiento adaptado para discapacitados'],,,,,,,,,,,,,,,,,,,,,,,,,
247;Hotel Presidente;0;Ensenada;7.8;332;744;Tulum Avenue119,  77500,  Cancún,  México;['Check-in/check-out online', 'Check-in/out exprés', 'Concierge', 'Desinfección frecuente', 'Doctor en el hotel', 'Estacionamiento', 'Gel desinfectante disponible', 'Habitación de no fumar', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'Protocolo de respuesta', 'Recepción 24 horas', 'Resguardo de equipaje', 'Sana distancia', 'Servicio de limpieza', 'Toma de temperatura', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Aire acondicionado', 'Baño con regadera', 'Caja fuerte en habitación', 'Clóset', 'Escritorio', 'Espejo de aumento', 'Pantalla plana', 'Se pueden abrir ventanas', 'TV', 'Televisión por cable', 'Teléfono', 'Ventilador', 'Wifi', 'Wifi gratis (habitaciones)', 'Estacionamiento adaptado para discapacitados', 'Hab. para personas con discapacidad'],,,,,,,,,,,,,,,,,,,,,,,
248;Hotel Uxulkah;3;Campeche;6.6;346;747;BLVD AGUASCALIENTES ZACATECAS,  20123,  Aguascalientes,  México;['Check-in/check-out online', 'Check-in/out exprés', 'Cubrebocas disponibles', 'Elevador', 'Estacionamiento', 'Habitación de no fumar', 'Mascotas permitidas', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'Recepción 24 horas', 'Sana distancia', 'Wifi gratis', 'Aire acondicionado', 'Baño con regadera', 'Caja fuerte en habitación', 'Wifi gratis (habitaciones)', 'Acceso para silla de ruedas', 'Baño para personas con discapacidad'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249;Pa'Xa Mama Hotel Boutique;3;Cancún;7.8;694;748;AV EJE NORTE ORIENTE,203,  38080,  Celaya,  México;['Botones', 'Centro de negocios', 'Desayuno', 'Desinfección frecuente', 'Estacionamiento', 'Gel desinfectante disponible', 'Gimnasio', 'Habitación de no fumar', 'Nuevos protocolos de seguridad', 'PC con internet', 'Personal multilingüe', 'Protocolo de respuesta', 'Recepción 24 horas', 'Resguardo de equipaje', 'Sala de conferencias', 'Sana distancia', 'Servicio de lavandería', 'Snack bar', 'Toma de temperatura', 'Traslado desde/al aeropuerto', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Aire acondicionado', 'Equipo para planchar', 'Escritorio', 'Microondas', 'Secadora de cabello', 'Televisión por cable', 'Tetera', 'Wifi', 'Wifi gratis (habitaciones)', 'Estacionamiento adaptado para discapacitados', 'Hotel accesible', 'Cunas disponibles', 'Estancia gratuita para niños'],,,,,,,,,,,,,,,,,,,,,
250;ibis budget Aguascalientes Norte;0;Aguascalientes;8.5;1549;749;Pino Suarez Norte, 935 Centro,  64000,  Monterrey,  México;['Check-in/check-out online', 'Desayuno', 'Elevador', 'Gel desinfectante disponible', 'Habitación de no fumar', 'Lobby/vestíbulo', 'Mascotas permitidas', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'PC con internet', 'Protocolo de respuesta', 'Recepción 24 horas', 'Resguardo de equipaje', 'Restaurante', 'Sala de conferencias', 'Sana distancia', 'Servicio a la habitación', 'Terraza', 'Toma de temperatura', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Aire acondicionado', 'Calefacción central', 'Escritorio', 'Sala de estar', 'Se pueden abrir ventanas', 'TV', 'TV por satélite', 'Televisión por cable', 'Wifi', 'Wifi gratis (habitaciones)'],,,,,,,,,,,,,,,,,,,,,,,,,
251;City Express by Marriott Celaya Galerias;3;Celaya;9.0;482;749;Ciudad de México,  México;['Alberca', 'Alberca techada', 'Desayuno', 'Elevador', 'Estacionamiento', 'Gel desinfectante disponible', 'Gimnasio', 'Habitación de no fumar', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'Protocolo de respuesta', 'Sana distancia', 'Servicio de lavandería', 'Servicio de limpieza', 'Toallas en la alberca', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Clóset', 'Cocina', 'Microondas', 'Netflix', 'Televisión por cable', 'Ventilador', 'Wifi gratis (habitaciones)', 'Estacionamiento adaptado para discapacitados', 'Parque infantil'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
